Continent,Country,City,Name,Firm,Amenities,Price,Rating,Review
Europe,Spain,Basque Country,Hostal Bahia,,"Free High Speed Internet (WiFi),Wifi,Free breakfast,Vending machine,Fax / photocopying,Baggage storage,Non-smoking hotel,24-hour front desk,Shared lounge / TV area,Shared lounge / TV area",,3.0,"I was very surprised that they serve freshly pressed orange juice for breakfast. It is not a buffé, you get a basket with croissant, cup cake, baguette, butter and 2 jams per person, 1 glass of juice and tea/coffee from 8:30 to 10:30. Very easy to miss the entrance even the second time around. And every time you leave, the key should be left at the reception. Very small rooms and you hear neighbours better than your own thoughts... "
Europe,Spain,Basque Country,Atalaya,,,,4.5,"Muy buen hotel para ir en pareja o bien acompañado. Buenos menú a un precio accesible, y sobre todo ricos. EL trato muy bueno y las instalaciones muy acogedoras. La verdad un lugar que sorprende y encanta."
Europe,Spain,Balearic Islands,Hipotels Mediterraneo Club,,"Free High Speed Internet (WiFi),Pool,Bar / lounge,Beach,Entertainment staff,Babysitting,Children Activities (Kid / Family Friendly),Airport transportation,WifiOutdoor poolRestaurantBreakfast buffetPoolside barEvening entertainmentTable tennisKids clubConciergeDry cleaningLaundry service,Wifi,Outdoor pool,Restaurant,Breakfast buffet,Poolside bar,Evening entertainment,Table tennis,Kids club,Concierge,Dry cleaning,Laundry service",,4.0,Absolutely fabulous .  Beach all sand. Ideal for families or couples. Only down side is the journey from the airport. It's a good hour or so by coach.  About an hour by taxi subject to traffic. We went all inclusive and they cooked dishes from every country.  Would definitely go back. Rooms very clean and tidy. Grounds also.
Europe,Spain,Balearic Islands,Protur Safari Park Aparthotel,,"Free parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Bicycle rental,Golf course,Children Activities (Kid / Family Friendly),ParkingPublic wifiIndoor poolOutdoor poolRestaurantBreakfast availableBreakfast buffetKid-friendly buffetPoolside barMini golfTennis courtWater parkEntertainment staffEvening entertainmentTable tennisKids clubKids' outdoor play equipmentAirport transportationConference facilitiesBanquet roomMeeting roomsSpaBaggage storageSun loungers / beach chairsSun umbrellas24-hour front deskDry cleaningLaundry serviceSelf-serve laundry,Parking,Public wifi,Indoor pool,Outdoor pool,Restaurant,Breakfast available,Breakfast buffet,Kid-friendly buffet,Poolside bar,Mini golf,Tennis court,Water park,Entertainment staff,Evening entertainment,Table tennis,Kids club,Kids' outdoor play equipment,Airport transportation,Conference facilities,Banquet room,Meeting rooms,Spa,Baggage storage,Sun loungers / beach chairs,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry",,4.0,"They have done a good job at keep us all safe, feeling protected. We’ve really enjoyed this holiday. Home time tomorrow but we shall we back to see how things progress after covid 19. Thank you to staff"
Europe,Germany,Baden-Wurttemberg,Ferienwohnung Sonne,,,,,
Europe,Germany,Baden-Wurttemberg,Ferienhaus Hubhof,,,,,
Europe,Spain,Basque Country,Okako Hotel,,"Paid public parking nearby,Free High Speed Internet (WiFi),Wifi,Non-smoking hotel,Laundry service,",,4.0,The hotel doesn’t worth those good notes. A room superior at 150€ was disappointing.. Fortunately the city is gorgeus. The place of the hotel is a good point. The host was fine. We won’t go back to that hotel but the travel was amazing 
Europe,Spain,Basque Country,Lau Buru,,"Free High Speed Internet (WiFi),Wifi,",,3.0,"I am not sure why people are complaining so much about the hostel.  Perhaps for the party-minded set, it is not ideal, but for someone looking for a nice place to stay, it is perfect!  The hostel itself is lovely...in a beautiful old building right across from the beach and the promenade, and a short walk from the old part of the city and the Jesus Christ hill.   The bedrooms are large with balconies overlooking the beach, and they are spotlessly clean, as are the bathrooms and kitchen.    Someone complained about not using the washing machine.  Seriously?!  The owners live here and they use it to do the hostel washing.  Plus, hydro is expensive in Europe...come on!  Not all hostels include washing machines.    The way I see it, I would rather have a few rules to go by and stay"
Europe,Russia,Southern District,Apartment on Krymskaya 51 A,,,,,
Europe,Russia,Southern District,Barbaris,,,,,
Europe,Spain,Canary Islands,GF Fanabe,,"Free parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Bicycle rental,Game room,Indoor play area for children,ParkingWifiPool / beach towelsRooftop poolAdult poolOutdoor poolHeated poolFitness / spa changing roomsSaunaBar / loungeRestaurantBreakfast availableBreakfast buffetSnack barPoolside barRooftop barAerobicsEntertainment staffEvening entertainmentTable tennisNightclub / DJChildren Activities (Kid / Family Friendly)Kids clubKids' outdoor play equipmentAirport transportationCar hireTaxi serviceConference facilitiesBanquet roomMeeting roomsSpaFacial treatmentsFoot massageFull body massageMassageSalonSolariumRooftop terrace24-hour securityConciergeCurrency exchangeShopsSun loungers / beach chairsSun terraceSun umbrellas24-hour front deskDry cleaningLaundry service,Parking,Wifi,Pool / beach towels,Rooftop pool,Adult pool,Outdoor pool,Heated pool,Fitness / spa changing rooms,Sauna,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Snack bar,Poolside bar,Rooftop bar,Aerobics,Entertainment staff,Evening entertainment,Table tennis,Nightclub / DJ,Children Activities (Kid / Family Friendly),Kids club,Kids' outdoor play equipment,Airport transportation,Car hire,Taxi service,Conference facilities,Banquet room,Meeting rooms,Spa,Facial treatments,Foot massage,Full body massage,Massage,Salon,Solarium,Rooftop terrace,24-hour security,Concierge,Currency exchange,Shops,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service",,4.0,"Have just come back having stayed for 12 nights at this hotel, Room was fantastic , cleaned thoroughly  everyday. the cleaners are friendly and work hard. Restaurant was immaculate, food above average, well presented, staff friendly and helpful. Waiters on the front bar great, a special mention to Rudolfo,Pedro and Carmen who worked so hard but always manage to smile and go the extra mile. Overall considering the times we are in The hotel is doing a fab job at keeping everyone safe.  i would definitely recommend a stay there , We have already booked for next April, cannot wait. TY GF Fanabe for a fab Holiday it was amazing. see you next year."
Europe,Spain,Basque Country,Kanpoeder,,"Free parking,Free High Speed Internet (WiFi),Wifi,Breakfast available,Vending machine,Non-smoking hotel,Shared lounge / TV area,",,4.5,"Can’t say enough about how good this place is. From the wonderful warm welcome to the spotlessly clean accomodation. This couple really know how to look after their guests.we were treated like family. The breakfasts were so good with the freshly ground coffee and the squeezed orange juice. We also loved our funny conversations with Jesus( forgive me if I got his name wrong) He speaks basque and us English , but we had great chats. Ask to see photo’s of the construction of the house. He is gifted. Thankyou Ines for all of your best wishes and goodbye hugs. How to top off 7 weeks travelling Spain. We will miss you and Thankyou so much for helping us retrieve our forgotten bag. Tarn and Trev"
Europe,Spain,Basque Country,Pension San Ignacio Centro,,"Paid public parking nearby,Car park,Free High Speed Internet (WiFi),Wifi,Vending machine,Bicycle rental,Airport transportation,Non-smoking hotel,Shuttle bus service,Shuttle bus service",,4.0,"Last stop which we really looked forward to. But, eventhough location great does not compensate for the awful smell in the room and the dirty towels and dirty linen! Asked for a replacement but didn’t seem to go through. So disappointed!!! Select somewhere else for your stay! "
Europe,Spain,Basque Country,Pension Penaflorida,,"Paid public parking nearby,Free High Speed Internet (WiFi),Internet,Fax / photocopying,Baggage storage,Non-smoking hotel,",,4.5,"For anyone trying to choose a place to stay in San Sebastián, here is my account of two SS hotels and two online booking sites which should make your decision very easy: when a month ago I was planning my 4-days hotel stay in San Sebastián (to celebrate my 60th birthday this month) I made reservations for a suite at Pension Penaflorida.  At the point where they wrote me to say that we had to check in by 8p (our flight was arriving to SS that day at 5:45p), I thought it was too tight so I made reservations for a suite at another hotel, Legazpi Doce, instead, because they had the convenience of a person being at reception until much later. Though I, of course, made sure to cancel my reservation at Pension Penaflorida, it turns out that I had inadvertently made a reservation TWO"
Europe,Spain,Basque Country,Pension Ira-Flor,,,,2.5,"We were lucky enough to find a room for two the same day we arrived in San Sebastián. We stayed in the middle room that does not have any outside windows, but Flor, the owner, gave us a fan. The bed was comfortable and the bathrooms were fairly clean. Flor was a lovely host and recommended us nice places to eat. If you are looking for an authentic and cheap Pensión, this is a good option. Don't expect a 5 star hotel stay, but it is enough if you just need a place to sleep. Furthermore, despite being located in the middle of the old town, it is a very quiet Pensión. "
Europe,Russia,Southern District,Guest House Edem-S,Booking.com,"Free parking,Free High Speed Internet (WiFi),Wifi,Pool,Bar / lounge,Children Activities (Kid / Family Friendly),Airport transportation,",,5.0,"Всем привет! История заселения в этот отель длинная. Коротко скажу, что заранее он не был запланирован, а явился результатом кидалова ""отелей-мошенников"", которые этим летом просто злоупотребляли доверием туристов. Итак, сюда мы попали после отказа в заселении заранее забронированного ""Full House"" (там же в Анапе). И - нет худа, без добра. ""ЭДЕМ-С"" оказался НАМНОГО ЛУЧШЕ !!! Он расположен вдалеке от пляжа, примерно 1 км, может чуть больше или чуть меньше. Но из отеля регулярно по расписанию собственный микроавтобус довозит желающих до пляжа. Кто не хочет на море или просто лень - в отеле хороший бассейн, комфмортные лежаки. И главное - местечко тихое (хотя и недалеко от дороги) и очень-очень уютное! С другой стороны гостевого дома - прекраснейшая, вкусная и бюджетная столовая,"
Europe,Russia,Southern District,Guest House Rich,,"Free High Speed Internet (WiFi),Wifi,Sauna,Breakfast available,Children Activities (Kid / Family Friendly),Airport transportation,Banquet room,Laundry service,",,,
Europe,Germany,Baden-Wurttemberg,Pension Schonbrunn,,"Free parking,Free High Speed Internet (WiFi),Hiking,Pets Allowed ( Dog / Pet Friendly ),Baggage storage,Non-smoking hotel,Outdoor furniture,",,5.0,"Sehr sehr nette Gastgeber, sehr saubere Zimmer und wunderschön gelegen. Für einen idyllischen Urlaub mit wandern etc. zu 100% zu empfehlen. Und auch die umliegenden Lokale inklusive Wein kann man uneingeschränkt weiterempfehlen. Kommen mit Sicherheit bald wieder!!! Vielen Dank für alles!"
Europe,Germany,Baden-Wurttemberg,"Star Inn Hotel Stuttgart Airport-Messe, by Comfort",,"Paid private parking nearby,Free High Speed Internet (WiFi),Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Free airport transportation,Business Centre with Internet Access,Conference facilities,Baggage storage,Secured parkingWifiRestaurantBreakfast availableBreakfast buffetSnack barWine / champagneFree shuttle or taxi servicesAirport transportationShuttle bus serviceMeeting roomsFax / photocopyingCurrency exchangeNewspaperNon-smoking hotelOutdoor furniture24-hour front deskDry cleaningLaundry serviceShoeshine,Secured parking,Wifi,Restaurant,Breakfast available,Breakfast buffet,Snack bar,Wine / champagne,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Meeting rooms,Fax / photocopying,Currency exchange,Newspaper,Non-smoking hotel,Outdoor furniture,24-hour front desk,Dry cleaning,Laundry service,Shoeshine",,4.0,"Before we had our flight back to Portugal, we have booked a night in the “Star Inn Hotel Stuttgart Airport-Messe”. This is a modern hotel who is located at only 5 minutes drive by car from the airport of Stuttgart. The rooms are good, comfy beds and you can have a very good breakfast, so for people like us who just need a one night stay before to take the flight. We had a good and quiet night sleep and enjoyed the fine breakfast buffet early in the morning, and to close the staff was also very friendly, To park the car you have the opportunity to park for free on the street or to pay for a guarded park. The only thing we find a bit expensive is the “Shuttle service” from and towards the airport, ask for prices and conditions, it is not for free like it is is Portugal. But"
Europe,Germany,Baden-Wurttemberg,Gasthaus Engel,Booking.com,"Wine / champagne,Children Activities (Kid / Family Friendly),Highchairs available,",,,
Europe,Germany,Bavaria,Gasthof Zum Schwanen,,"Free High Speed Internet (WiFi),Internet,Bar / lounge,Restaurant,Children Activities (Kid / Family Friendly),",,3.5,We ordered Wiener Schnitzel from the lunch menu and the waiter asked if we wanted normal or small. We told him normal but immediately realized that he could have meant that small was from the cheaper lunch menu and normal was from the more expensive menu. So my husband walked over to the counter to verify that we would get the Schnitzel from the lunch menu but the unfriendly waiter told us it was not possible to make a change as it was already put into the computer and the order would directly go to the kitchen (??). We tried to explain that we had mistaken his former question about small of normal but he once again told us it was ABSOLUTELY IMPOSSIBLE to make a change. As for the drinks: without asking he put the large sizes on the table (I got half a liter of water instead of
Europe,Germany,Bavaria,Pension Erb,,"Free parking,Free High Speed Internet (WiFi),Wifi,Free breakfast,Non-smoking hotel,",,5.0,"This is how you start a day: Waking up perfectly relaxed after a calm night in a nice and clean room, then a perfect breakfast served to the table with an honest smile, homemade bread and jam and all of this for a price that is more than very correct. You will change your attitude of what can be the standard... Thank you, Dear Landlord!!!"
Europe,Germany,Baden-Wurttemberg,Naturfreundehaus Eningen U.A.,,"Free parking,Free High Speed Internet (WiFi),Bar / lounge,Hiking,Meeting rooms,Fax / photocopying,BBQ facilities,Non-smoking hotel,Snack barSpecial diet menusShared kitchen,Snack bar,Special diet menus,Shared kitchen",,3.0,"Insgesamt machte das Naturfreundehaus einen guten, gepflegten Eindruck. Der Gruppenraum und die Küche waren gut ausgestattet. Getränke aus dem Kühlschrank sind im Vergleich zu anderen NF-Häusern zu teuer."
Europe,Spain,Balearic Islands,Apartamentos Las Palomas Econotels,,"Free parking,Secured parking,Wifi,Pool,Outdoor pool,Snack bar,Billiards,Sun terrace,",,3.5,"Some of the most beautiful sunrises I’ve seen whilst staying here.. I’ve put some pictures on here for you all to see.   The staff were amazing, one in particular the manager Promised! She was so lovely and made sure I was well looked after. There was nothing that was too much trouble. I felt like home here so much so I stayed for a while. And I will be going back.   This place was perfect. The location was spot on. The beach was a stones throw away. The bars and restaurants are on your doorstep and magaluf is less that 15 minute walk away.  There is a few beaches here - you can do all 3 beaches in the same day as they’re next to each other.  "
Europe,Spain,Balearic Islands,Villa Lorenzo,,"Hair dryer,",,4.5,".....und haben uns gefragt wie man davon leben kann und an was es liegt, dass nichts los war. Das Lokal sehr sehr hübsch eingerichtet, die Tische evt zu eng gestellt, hier wär weniger mehr...draußen richtig schön zu sitzen und die Chefin mega nett. Das Essen war sehr gut, das Kaninchen in der Soße megaaa und die Dorade lecker und knusprig. Leider der Salat dazu ein NoGo...ein paar in Streifen geschnittene Salatblätter, der Karottensalat aus der Dose oder Glas, eine Scheibe rote Beete dazu ein paar Maiskörner....sorry, das war gar nix und geht viel besser!!"
Europe,Russia,Southern District,Guest House Solnechny,,"Children Activities (Kid / Family Friendly),",,,
Europe,Russia,Southern District,Diuna,,,,,
Europe,Russia,Southern District,Na Hrebenskoy 30,,,,,
Europe,Russia,Southern District,Eva,,"Children Activities (Kid / Family Friendly),",,,
Europe,Spain,Balearic Islands,Vara de Rey Guest House,,"Free public parking nearby,Free High Speed Internet (WiFi),Complimentary instant cofffee,Bicycle rental,Pets Allowed ( Dog / Pet Friendly ),Car hire,Fax / photocopying,Adults only,Paid public parking nearbyStreet parkingWifiComplimentary teaComplimentary welcome drinkBaggage storageConciergeCurrency exchangeMosquito netNon-smoking hotelShared bathroomSun umbrellasPrivate check-in / check-outLaundry serviceIroning service,Paid public parking nearby,Street parking,Wifi,Complimentary tea,Complimentary welcome drink,Baggage storage,Concierge,Currency exchange,Mosquito net,Non-smoking hotel,Shared bathroom,Sun umbrellas,Private check-in / check-out,Laundry service,Ironing service",,4.5,The people running this place know what they are doing. I had a warm welcome and the room was wonderful. This is a fantastic place in the middle of Ibiza town. They also recommended a good restaurant. 
Europe,Russia,Southern District,Guest House Sibiria,,,,,
Europe,Russia,Southern District,Guest House Tikhiy Bereg,,"Children Activities (Kid / Family Friendly),",,,
Europe,Russia,Southern District,Guest House Zoya,,"Street parking,Airport transportation,BBQ facilities,Non-smoking hotel,Shared kitchen,24-hour front desk,",,,
Europe,Germany,Bavaria,"Frankischer Gasthof & Hotel ""Zum Koppen""",,"Free parking,Free High Speed Internet (WiFi),Free breakfast,Children Activities (Kid / Family Friendly),Highchairs available,Pets Allowed ( Dog / Pet Friendly ),24-hour check-in,24-hour front desk,Secured parkingRestaurantBreakfast availableBreakfast buffetKids' mealsOutdoor dining areaSpecial diet menus,Secured parking,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Outdoor dining area,Special diet menus",,3.0,"We went to the Koppen for New Year’s Eve dinner and the evening was a very pleasant experience. The meat came from local hunting and all dishes were well prepared. In addition, we could choose from a variety of local wines. Overall a clear recommendation!"
Europe,Germany,Bavaria,The Brucklyn Apartments,,"Paid public parking nearby,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Billiards,Business Centre with Internet Access,Conference facilities,Spa,Car parkWifiRooftop poolPool with viewOutdoor poolSaunaMeeting roomsPhoto copier / fax In business centreAdults onlyRooftop terraceConciergeNon-smoking hotelOutdoor furnitureShared lounge / TV areaSun deckSun terraceSun umbrellasSelf-serve laundry,Car park,Wifi,Rooftop pool,Pool with view,Outdoor pool,Sauna,Meeting rooms,Photo copier / fax In business centre,Adults only,Rooftop terrace,Concierge,Non-smoking hotel,Outdoor furniture,Shared lounge / TV area,Sun deck,Sun terrace,Sun umbrellas,Self-serve laundry",,,
Europe,Germany,Bavaria,Inntalhof,,"Free parking,Free High Speed Internet (WiFi),Free breakfast,Bicycle rental,Canoeing,Children Activities (Kid / Family Friendly),Kids' outdoor play equipment,Pets Allowed ( Dog / Pet Friendly ),WifiRestaurantSnack barSpecial diet menusGame roomHikingHorseback ridingTennis courtFishingBoard games / puzzlesMeeting roomsBBQ facilitiesBaggage storageNewspaperNon-smoking hotelOutdoor fireplaceOutdoor furniturePicnic areaShared lounge / TV areaSun terraceATM on sitePrivate check-in / check-outDry cleaningLaundry serviceIroning serviceShoeshine,Wifi,Restaurant,Snack bar,Special diet menus,Game room,Hiking,Horseback riding,Tennis court,Fishing,Board games / puzzles,Meeting rooms,BBQ facilities,Baggage storage,Newspaper,Non-smoking hotel,Outdoor fireplace,Outdoor furniture,Picnic area,Shared lounge / TV area,Sun terrace,ATM on site,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine",,4.0,"I was here for one night. When we arrived, was a corporate party at the restaurant and my first thought was: ""i can`t sleep tonight"". But there was no strange noise in room or something.Big parking place. The receptionist was very nice. She offered us free coffee in the morning, free of charge. Very clean hotel!"
Europe,Germany,Bavaria,Gastehaus Heim,,"Wifi,Restaurant,Non-smoking hotel,",,,
Europe,Germany,Bavaria,Bed & Breakfast Apfelstern,,,,,
Europe,Germany,Bavaria,MONDI Resort Oberstaufen,,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Game room,Hiking,Children's playground,ParkingWifiHot bathIndoor poolHeated poolSaunaRestaurantBreakfast availableVending machineSkiingSquashTennis courtBilliardsDartsTable tennisIndoor play area for childrenChildren Activities (Kid / Family Friendly)Kids clubHighchairs availableStrollersPets Allowed ( Dog / Pet Friendly )Meeting roomsFax / photocopyingSpaHammamMassageSki In / Ski OutCurrency exchangeNon-smoking hotelSun terraceDry cleaningLaundry serviceSelf-serve laundry,Parking,Wifi,Hot bath,Indoor pool,Heated pool,Sauna,Restaurant,Breakfast available,Vending machine,Skiing,Squash,Tennis court,Billiards,Darts,Table tennis,Indoor play area for children,Children Activities (Kid / Family Friendly),Kids club,Highchairs available,Strollers,Pets Allowed ( Dog / Pet Friendly ),Meeting rooms,Fax / photocopying,Spa,Hammam,Massage,Ski In / Ski Out,Currency exchange,Non-smoking hotel,Sun terrace,Dry cleaning,Laundry service,Self-serve laundry",,4.0,"This resort provides spacious and comfortable apartments with all that one requires for self-catering purposes. Clean, pretty and serviced daily. Lovely mountain views and a large balcony. Staff are friendly and helpful, and the restaurant is good. The location is beautiful and the walk to the small village takes only 15-20 minutes. The train station is on the edge of the village, 15 minutes walk from the resort, from where one can travel in every direction to visit other small towns, and for visits to Austria, Munich, Switzerland.  We travelled just prior to festive season when the Xmas markets were still being set up, and so missed the atmosphere that a little German town such as this offers over Xmas time. The town was extremely quiet, and 'closed' on a Sunday- so if you need"
Europe,Germany,Bavaria,An der Kahlquelle,,"Free parking,Free High Speed Internet (WiFi),Pool,Bar / lounge,Non-smoking hotel,",,5.0,
Europe,Germany,Bavaria,Landhotel zur Grenze,,"Free parking,Free High Speed Internet (WiFi),Sauna,Bar / lounge,Ski school,Squash offsite,Meeting rooms,Fax / photocopying,Street parkingWifiCoffee shopRestaurantBreakfast in the roomKids' mealsWine / champagneMassageSki In / Ski OutBaggage storageGift shopNon-smoking hotelShopsSun loungers / beach chairsSun terraceSun umbrellasLaundry serviceIroning serviceShoeshine,Street parking,Wifi,Coffee shop,Restaurant,Breakfast in the room,Kids' meals,Wine / champagne,Massage,Ski In / Ski Out,Baggage storage,Gift shop,Non-smoking hotel,Shops,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,Laundry service,Ironing service,Shoeshine",,4.5,"Excellent place, excellent guests, everything was so accurate. The restaurant is really good, the breakfast is perfect. All the area is beautiful and from the Hotel you can take lots of fantastic walks."
Europe,Germany,Bavaria,Hotel - Reiterhof Schober,,"Free parking,Free High Speed Internet (WiFi),Indoor pool,Free breakfast,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Spa,Non-smoking hotel,Outdoor poolBar / loungeRestaurant,Outdoor pool,Bar / lounge,Restaurant",,3.0,"Wir haben als Familie, 2 Erwachsene und 1 Kind,  zum ersten Mal Reiterferien gebucht und hatten bislang diesbezüglich keinerlei Erfahrung gesammelt. Wir wurden in einem Appartement direkt über den Ställen eingebucht, sodass wir erst einmal 3 Nächte (von 4 gebuchten :-) brauchten, um uns an die vielen Geräusche aus dem Stall zu gewöhnen. Man glaubt gar nicht, wie die Tiere nachtaktiv sind....Der Reitunterricht war den Umständen entsprechend....eine Longestunde für die Kleine und danach waren immer Gruppenreitstunden anstatt die gebuchten Longenstunden. So kann man natürlich auch mehr Kinder gleichzeitig unterbringen.....und das bringt das gleiche Geld, denn die Stunden kosten alle das gleiche. Wenn ich aber noch keinerlei Erfahrung im Reiten habe, muss ich doch erst durch"
Europe,Germany,Bavaria,Gasthof Gruener Baum,,"Non-smoking hotel,",,,
Europe,Germany,Bavaria,Hanusel Hof,,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Bicycle rental,Golf course,Meeting rooms,ParkingWifiPool / beach towelsIndoor poolOutdoor poolHeated poolRestaurantBreakfast buffetHikingFax / photocopyingSpaBody wrapFacial treatmentsFoot massageFull body massageHead massageMakeup servicesManicureMassageNeck massageSteam roomSki In / Ski OutBaggage storageChapel / shrineGift shopShared lounge / TV areaSun terraceUmbrellaExpress check-in / check-outDry cleaningLaundry serviceShoeshine,Parking,Wifi,Pool / beach towels,Indoor pool,Outdoor pool,Heated pool,Restaurant,Breakfast buffet,Hiking,Fax / photocopying,Spa,Body wrap,Facial treatments,Foot massage,Full body massage,Head massage,Makeup services,Manicure,Massage,Neck massage,Steam room,Ski In / Ski Out,Baggage storage,Chapel / shrine,Gift shop,Shared lounge / TV area,Sun terrace,Umbrella,Express check-in / check-out,Dry cleaning,Laundry service,Shoeshine",,4.5,"If you are a golfer, Hanusel hof is one of those places where you can unwind with very very friendly staff .always ready to help and with a bright smile on their faces....interesting enough they made us feel like a part of the family.If you would  love to learn how to play golf steffen and Markus of pro golf academy are armed with lots of patience to help you from the basics of playing golf through your journey to being a good golfer......the meals are relatively good and the waitresses are exceptionally friendly and professional.we spend the evenings in the bar sipping wine and Ali the bar man is chatty and friendly too.....everyone we met here who was visiting for the first time agreed this is a hidden Gem in the the slopes of the mountains...we will make a few more weekend"
Europe,Germany,Bavaria,Schwarzer Amboss Hausen,,,,,
Europe,Germany,Bavaria,Gastehaus Staudenschloss,,,,,
Europe,Germany,Bavaria,Zur Alten Dampfsage,,,,,
Europe,Germany,Bavaria,Kuhberg - Das Hotel uber Oberstdorf,,"Free parking,Wifi,Restaurant,Golf course,Hiking,Children's playground,Highchairs available,Pets Allowed ( Dog / Pet Friendly ),Breakfast buffetComplimentary welcome drinkSpecial diet menusWine / champagneBicycle toursWalking toursShuttle bus serviceNewspaperOutdoor fireplaceSun terraceUmbrellaExpress check-in / check-outPrivate check-in / check-outLaundry serviceIroning service,Breakfast buffet,Complimentary welcome drink,Special diet menus,Wine / champagne,Bicycle tours,Walking tours,Shuttle bus service,Newspaper,Outdoor fireplace,Sun terrace,Umbrella,Express check-in / check-out,Private check-in / check-out,Laundry service,Ironing service",,5.0,"Das Hotel hat vier Sterne und stellt sich in seinem Internetauftritt als luxuriöses Spa-Hotel mit gehobener Küche dar.  Vorweg: es handelt sich um ein gutes Hotel - gemessen an den eigenen Ansprüchen hapert es aber oft im Detail. Wir hatten die 3/4-Genußpension gebucht. Bei Ankuft gab es keine Hilfe mit dem Gepäck. Der Willkommensdrink war absolut basic. Uns wurden die falschen Unterlagen zum Einchecken gereicht - somit konnten wir sämtliche Daten einer fremden Familie einsehen.  Der Willkommensgruß aus der Küche auf dem Zimmer bestand aus jeweils einer Birne und einem Bonbon. Die erste Füllung der Minibar (auch eine Inklusivleistung) : nicht einmal 2  Getränke pro Person. Das Zimmer war frisch renoviert, sehr sauber und modern eingerichtet. Die Betten (Federnkern) waren für"
Europe,Russia,Southern District,Gostevoi Dom,,"Children Activities (Kid / Family Friendly),",,,
Europe,Germany,Bavaria,Haus Wetzler,,"Free parking,Secured parking,Wifi,Bicycles available,Mini golf,Table tennis,BBQ facilities,Shops,Board games / puzzlesSun umbrellasATM on siteFirst aid kitUmbrella,Board games / puzzles,Sun umbrellas,ATM on site,First aid kit,Umbrella",,,
Europe,Germany,Bavaria,Achrainmuhle,,,,,
Europe,Germany,Bavaria,Landhotel Weisses Ross,Agoda.com,,,,
Europe,Germany,Bavaria,Ferienhaus Sonja,,,,,
Europe,Germany,Bavaria,LH Hotel,,"Free parking,Free High Speed Internet (WiFi),Non-smoking hotel,Express check-in / check-out,Private check-in / check-out,",,4.0,"Location ok in the industrial area. Convenience Stores and Strand nearby. Super, very clean rooms, equipped with large fridge with freezer, mini kitchen. Very practical Check in. Superok price. Free parking. Perfect for a visit to LEGOLAND."
Europe,Germany,Bavaria,Das Asam,,,,5.0,Das aufgelassene Kloster ist ideal für einen Abstecher um bayerische gastlichkeit und Braukunst zu erleben. Im Das Asam haben wir wunderbar genächtigt: Die Zimmer sind modern und zeitgemäß in die wunderschönen alten Räumlichkeiten eingebaut. Das Frühstück ist sehr gut. Die gesamte Anlage ist stimmig und sehr gepflegt.
Europe,Germany,Bavaria,Ferienwohnung Riedbachtal,,,,,
Europe,Germany,Bavaria,Hotel New Angela,,"Paid public parking on-site,Free High Speed Internet (WiFi),Free breakfast,Bicycle rental,Golf course,Children Activities (Kid / Family Friendly),Airport transportation,Ski In / Ski Out,ParkingWifiBreakfast in the roomSpecial diet menusHikingBowling offsiteTennis court offsiteNon-smoking hotelOutdoor furniture,Parking,Wifi,Breakfast in the room,Special diet menus,Hiking,Bowling offsite,Tennis court offsite,Non-smoking hotel,Outdoor furniture",,3.0,
Europe,Germany,Bavaria,Gastehaus Astrid,Booking.com,,,,
Europe,Germany,Bavaria,Villa Rana,,"Free parking,Free High Speed Internet (WiFi),Bicycle rental,Golf course,Hiking,Non-smoking hotel,Shared lounge / TV area,",,3.5,We had a very wonderful time here. Very peaceful and tastefully decorated villa in extensive green surroundings. The hostess Mrs. Forster is very friendly and helpful. You feel at home very quickly. It pays to book the breakfast in advance. 
Europe,Germany,Bavaria,Hotel Adler,,"Free parking,Free High Speed Internet (WiFi),Kid-friendly buffet,Hiking,Pets Allowed ( Dog / Pet Friendly ),Non-smoking hotel,",,4.5,
Europe,Spain,Balearic Islands,Apartamentos Arrecife,,"Free internet,Internet,Beach,",,4.5,
Europe,Russia,Southern District,Guesthouse On Ulitsa Samburova 264,,,,,
